Filenames,labels
./images/78610.jpg,Madagascar
./images/17169.jpg,Argentina
./images/17528.jpg,Czechoslovakia
./images/86938.jpg,INDIA-REPUBLIC
./images/42404.jpg,Albania
./images/92379.jpg,Algeria
./images/15335.jpg,"New Caledonia"
./images/32147.jpg,China
./images/33321.jpg,"SWISS CANTONS"
./images/78406.jpg,Lebanon
./images/43784.jpg,Israel
./images/13622.jpg,"Spanish Netherlands"
./images/96912.jpg,Slovenia
./images/39377.jpg,INDIA-BRITISH
./images/82.jpg,Greece
./images/87341.jpg,Cyprus
./images/34095.jpg,Lebanon
./images/46049.jpg,Venezuela
./images/39190.jpg,Brazil
./images/34097.jpg,Madagascar
./images/12028.jpg,"United States"
./images/17133.jpg,Greece
./images/12492.jpg,Greece
./images/18844.jpg,"San Marino"
./images/17418.jpg,Turkey
./images/75448.jpg,INDIA-REPUBLIC
./images/43404.jpg,"French Polynesia"
./images/79841.jpg,Indonesia
./images/16228.jpg,Hungary
./images/15397.jpg,"FRENCH INDO-CHINA"
./images/100.jpg,"ITALIAN STATES"
./images/71080.jpg,Albania
./images/7159.jpg,Belgium
./images/9415.jpg,Poland
./images/32145.jpg,China
./images/17177.jpg,"Sri Lanka"
./images/79853.jpg,Croatia
./images/89381.jpg,"Sri Lanka"
./images/28157.jpg,Brazil
./images/14967.jpg,Sweden
./images/95468.jpg,Kenya
./images/17717.jpg,Greece
./images/29770.jpg,Lebanon
./images/52180.jpg,"FRENCH INDO-CHINA"
./images/79832.jpg,Indonesia
./images/13265.jpg,Canada
./images/43192.jpg,"New Caledonia"
./images/17181.jpg,INDIA-REPUBLIC
./images/14636.jpg,Philippines
./images/18170.jpg,Yugoslavia
./images/87263.jpg,Chile
./images/220805.jpg,Seychelles
./images/74407.jpg,Indonesia
./images/40622.jpg,Czechoslovakia
./images/15346.jpg,"FRENCH INDO-CHINA"
./images/45705.jpg,"San Marino"
./images/12562.jpg,Netherlands
./images/13241.jpg,Mexico
./images/7232.jpg,Belgium
./images/30.jpg,France
./images/28173.jpg,China
./images/52256.jpg,Argentina
./images/26324.jpg,"CHINA, PEOPLE'S REPUBLIC"
./images/17853.jpg,Chile
./images/10255.jpg,"United States"
./images/14853.jpg,Brazil
./images/42993.jpg,Albania
./images/78609.jpg,Malta
./images/7185.jpg,Switzerland
./images/13969.jpg,Egypt
./images/12493.jpg,Russia
./images/16898.jpg,Portugal
./images/16856.jpg,"VATICAN CITY"
./images/84573.jpg,Algeria
./images/46990.jpg,Mauritius
./images/43777.jpg,Iceland
./images/16748.jpg,"Spanish Netherlands"
./images/36903.jpg,Venezuela
./images/90079.jpg,"West African States"
./images/41.jpg,France
./images/95457.jpg,Kenya
./images/13506.jpg,Bulgaria
./images/32877.jpg,"New Caledonia"
./images/21263.jpg,Australia
./images/29690.jpg,Egypt
./images/44195.jpg,Israel
./images/56427.jpg,Iceland
./images/17862.jpg,Mexico
./images/15305.jpg,Bulgaria
./images/89318.jpg,Singapore
./images/13890.jpg,Spain
./images/18455.jpg,Monaco
./images/46425.jpg,"Isle of Man"
./images/20978.jpg,"GERMANY, THIRD REICH"
./images/10292.jpg,Italy
./images/412272.jpg,Iceland
./images/13292.jpg,"Great Britain"
./images/7812.jpg,Belgium
./images/10257.jpg,"Great Britain"
./images/39248.jpg,Lebanon
./images/13392.jpg,"South Africa"
./images/18295.jpg,"South Africa"
./images/37521.jpg,Bulgaria
./images/92195.jpg,Seychelles
./images/74733.jpg,"French Polynesia"
./images/17511.jpg,"Czech Republic"
./images/14961.jpg,Denmark
./images/29462.jpg,Lithuania
./images/49192.jpg,Ukraine
./images/17592.jpg,Hungary
./images/46594.jpg,Finland
./images/18173.jpg,Yugoslavia
./images/10256.jpg,"United States"
./images/13929.jpg,Argentina
./images/18177.jpg,Yugoslavia
./images/38760.jpg,Peru
./images/14666.jpg,Sweden
./images/143.jpg,"ITALIAN STATES"
./images/21413.jpg,"San Marino"
./images/87355.jpg,"Czech Republic"
./images/38257.jpg,"Hong Kong"
./images/19996.jpg,Norway
./images/79408.jpg,Madagascar
./images/10279.jpg,Russia
./images/7234.jpg,Belgium
./images/36438.jpg,Brazil
./images/17025.jpg,Bulgaria
./images/36638.jpg,Slovakia
./images/11707.jpg,Russia
./images/29.jpg,France
./images/16441.jpg,Japan
./images/18174.jpg,Yugoslavia
./images/21296.jpg,Brazil
./images/37530.jpg,"GERMANY, THIRD REICH"
./images/47398.jpg,Finland
./images/13295.jpg,"South Africa"
./images/37502.jpg,Czechoslovakia
./images/29504.jpg,Lithuania
./images/12455.jpg,"German States"
./images/17947.jpg,"GERMANY - EMPIRE"
./images/13309.jpg,INDIA-BRITISH
./images/76726.jpg,"West African States"
./images/59518.jpg,Albania
./images/16750.jpg,"Spanish Netherlands"
./images/19331.jpg,Denmark
./images/29456.jpg,Bulgaria
./images/7198.jpg,Switzerland
./images/96052.jpg,Algeria
./images/19551.jpg,Romania
./images/39183.jpg,Philippines
./images/19309.jpg,Sweden
./images/35067.jpg,"GERMANY, THIRD REICH"
./images/14953.jpg,Denmark
./images/27958.jpg,Brazil
./images/13287.jpg,"Great Britain"
./images/25878.jpg,"New Caledonia"
./images/5600.jpg,Mexico
./images/74212.jpg,Jersey
./images/19650.jpg,"CHINA, PEOPLE'S REPUBLIC"
./images/72496.jpg,Jersey
./images/16808.jpg,"GERMANY - FEDERAL REPUBLIC"
./images/59512.jpg,Albania
./images/41483.jpg,Yugoslavia
./images/17419.jpg,Turkey
./images/18836.jpg,Luxembourg
./images/317452.jpg,Iceland
./images/17141.jpg,"GERMANY, WEIMAR REPUBLIC"
./images/29715.jpg,Japan
./images/29088.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/18391.jpg,Greece
./images/26644.jpg,"VATICAN CITY"
./images/14744.jpg,Portugal
./images/19764.jpg,Australia
./images/18815.jpg,Norway
./images/29090.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/32137.jpg,China
./images/7148.jpg,Switzerland
./images/18162.jpg,"Spanish Netherlands"
./images/18197.jpg,Israel
./images/14183.jpg,"Hong Kong"
./images/53.jpg,France
./images/18205.jpg,Tunisia
./images/20989.jpg,Argentina
./images/46048.jpg,Venezuela
./images/19659.jpg,"CHINA, PEOPLE'S REPUBLIC"
./images/79983.jpg,Cyprus
./images/37520.jpg,Bulgaria
./images/25163.jpg,"GERMANY, THIRD REICH"
./images/13460.jpg,Monaco
./images/47399.jpg,Finland
./images/41857.jpg,"IRELAND REPUBLIC"
./images/79398.jpg,Madagascar
./images/45579.jpg,Jersey
./images/14901.jpg,Portugal
./images/36902.jpg,Venezuela
./images/14278.jpg,"VATICAN CITY"
./images/5452.jpg,Netherlands
./images/7088.jpg,Italy
./images/16805.jpg,"GERMANY - FEDERAL REPUBLIC"
./images/45.jpg,France
./images/7187.jpg,Switzerland
./images/29085.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/7.jpg,France
./images/14768.jpg,Tunisia
./images/18223.jpg,"VATICAN CITY"
./images/39123.jpg,"Sri Lanka"
./images/44027.jpg,Malta
./images/58795.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/12565.jpg,"Great Britain"
./images/11766.jpg,Portugal
./images/17186.jpg,INDIA-BRITISH
./images/19636.jpg,"CHINA, PEOPLE'S REPUBLIC"
./images/78449.jpg,Malta
./images/13787.jpg,Mexico
./images/7273.jpg,Switzerland
./images/92570.jpg,Slovenia
./images/14710.jpg,China
./images/13974.jpg,Egypt
./images/45583.jpg,INDIA-BRITISH
./images/17864.jpg,Argentina
./images/39181.jpg,Philippines
./images/30839.jpg,Czechoslovakia
./images/19363.jpg,"New Caledonia"
./images/9418.jpg,Poland
./images/412260.jpg,Zimbabwe
./images/16760.jpg,"GERMANY - EMPIRE"
./images/29110.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/17292.jpg,Romania
./images/8378.jpg,"VATICAN CITY"
./images/50.jpg,France
./images/18176.jpg,Yugoslavia
./images/86941.jpg,INDIA-REPUBLIC
./images/46051.jpg,Venezuela
./images/20982.jpg,"GERMANY - FEDERAL REPUBLIC"
./images/92581.jpg,"Czech Republic"
./images/32146.jpg,China
./images/15359.jpg,Morocco
./images/17443.jpg,Ukraine
./images/41919.jpg,Indonesia
./images/124.jpg,"ITALIAN STATES"
./images/47333.jpg,Argentina
./images/20988.jpg,Argentina
./images/77726.jpg,"West African States"
./images/44118.jpg,Colombia
./images/39014.jpg,Jersey
./images/7221.jpg,Belgium
./images/18738.jpg,Lithuania
./images/21209.jpg,Sweden
./images/89626.jpg,Slovakia
./images/21320.jpg,Egypt
./images/25082.jpg,Peru
./images/13914.jpg,Italy
./images/52549.jpg,Venezuela
./images/422625.jpg,Iceland
./images/19926.jpg,Japan
./images/30636.jpg,Finland
./images/27000.jpg,"SWISS CANTONS"
./images/7213.jpg,Italy
./images/15333.jpg,Australia
./images/15213.jpg,"GERMANY - EMPIRE"
./images/13222.jpg,"Great Britain"
./images/21217.jpg,"SWISS CANTONS"
./images/76.jpg,Spain
./images/18206.jpg,Tunisia
./images/5432.jpg,"Spanish Netherlands"
./images/19999.jpg,Norway
./images/46355.jpg,Ukraine
./images/24182.jpg,"SWISS CANTONS"
./images/38243.jpg,"Hong Kong"
./images/89328.jpg,Slovenia
./images/19932.jpg,Monaco
./images/14925.jpg,Morocco
./images/56341.jpg,Cyprus
./images/7294.jpg,Spain
./images/219571.jpg,"Czech Republic"
./images/13100.jpg,"Great Britain"
./images/14581.jpg,"San Marino"
./images/38958.jpg,"French Polynesia"
./images/29109.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/13934.jpg,Netherlands
./images/16233.jpg,Hungary
./images/44050.jpg,Colombia
./images/17482.jpg,Czechoslovakia
./images/96046.jpg,Algeria
./images/21005.jpg,Brazil
./images/46291.jpg,Norway
./images/25302.jpg,"South Africa"
./images/18227.jpg,Singapore
./images/36743.jpg,"GERMANY, THIRD REICH"
./images/29416.jpg,Argentina
./images/17425.jpg,Turkey
./images/59515.jpg,Albania
./images/92582.jpg,"Czech Republic"
./images/14968.jpg,Sweden
./images/92376.jpg,Singapore
./images/32900.jpg,"FRENCH INDO-CHINA"
./images/12345.jpg,Romania
./images/88163.jpg,Kenya
./images/38206.jpg,"Isle of Man"
./images/18845.jpg,"San Marino"
./images/37340.jpg,Lebanon
./images/52350.jpg,Lithuania
./images/29082.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/32142.jpg,China
./images/47397.jpg,Finland
./images/16666.jpg,"South Africa"
./images/422629.jpg,Iceland
./images/13442.jpg,"Spanish Netherlands"
./images/89389.jpg,"Sri Lanka"
./images/19003.jpg,Portugal
./images/25290.jpg,INDIA-BRITISH
./images/14605.jpg,Greece
./images/56594.jpg,Iceland
./images/16299.jpg,Mexico
./images/16767.jpg,Canada
./images/16298.jpg,Mexico
./images/14641.jpg,Philippines
./images/13245.jpg,"Great Britain"
./images/21256.jpg,"GERMANY, THIRD REICH"
./images/47396.jpg,Finland
./images/7177.jpg,Switzerland
./images/16863.jpg,"VATICAN CITY"
./images/47035.jpg,"Isle of Man"
./images/31448.jpg,Japan
./images/18790.jpg,Japan
./images/13456.jpg,Mexico
./images/17902.jpg,Slovakia
./images/29092.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/7256.jpg,Switzerland
./images/12449.jpg,Russia
./images/41889.jpg,Jersey
./images/25286.jpg,Jersey
./images/17297.jpg,Romania
./images/40860.jpg,Argentina
./images/17073.jpg,China
./images/9408.jpg,Poland
./images/8287.jpg,"GERMANY, THIRD REICH"
./images/14179.jpg,Spain
./images/34093.jpg,Algeria
./images/43384.jpg,Finland
./images/13975.jpg,Egypt
./images/42000.jpg,Colombia
./images/33324.jpg,"SWISS CANTONS"
./images/13503.jpg,Greece
./images/76720.jpg,"West African States"
./images/29096.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/45427.jpg,Mauritius
./images/78126.jpg,"FRENCH INDO-CHINA"
./images/16736.jpg,"Spanish Netherlands"
./images/112.jpg,"ITALIAN STATES"
./images/140.jpg,"ITALIAN STATES"
./images/17259.jpg,"IRELAND REPUBLIC"
./images/13096.jpg,Lebanon
./images/39134.jpg,"Sri Lanka"
./images/14046.jpg,"GERMANY, WEIMAR REPUBLIC"
./images/58131.jpg,Chile
./images/28174.jpg,China
./images/45424.jpg,Finland
./images/17851.jpg,Argentina
./images/14759.jpg,"GERMANY - FEDERAL REPUBLIC"
./images/26321.jpg,"South Africa"
./images/14298.jpg,Albania
./images/28768.jpg,Luxembourg
./images/14839.jpg,Norway
./images/21490.jpg,Venezuela
./images/14293.jpg,Poland
./images/9691.jpg,Switzerland
./images/33314.jpg,"SWISS CANTONS"
./images/15034.jpg,Hungary
./images/47335.jpg,Argentina
./images/38235.jpg,"Hong Kong"
./images/54672.jpg,Chile
./images/21097.jpg,Lebanon
./images/89629.jpg,Slovakia
./images/27017.jpg,"South Africa"
./images/71906.jpg,Madagascar
./images/43609.jpg,Kenya
./images/46458.jpg,"West African States"
./images/11764.jpg,Colombia
./images/17289.jpg,Romania
./images/43587.jpg,Colombia
./images/17185.jpg,INDIA-BRITISH
./images/13273.jpg,"GERMANY - EMPIRE"
./images/34091.jpg,Brazil
./images/29111.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/47028.jpg,"Isle of Man"
./images/6613.jpg,"Spanish Netherlands"
./images/36785.jpg,"French Polynesia"
./images/39121.jpg,"Sri Lanka"
./images/17053.jpg,Finland
./images/36399.jpg,Norway
./images/13977.jpg,Egypt
./images/17408.jpg,Argentina
./images/14289.jpg,Poland
./images/99.jpg,"ITALIAN STATES"
./images/46424.jpg,"Isle of Man"
./images/13722.jpg,Hungary
./images/17312.jpg,Romania
./images/84714.jpg,"West African States"
./images/25281.jpg,Jersey
./images/13393.jpg,"South Africa"
./images/14089.jpg,Italy
./images/12261.jpg,Italy
./images/29439.jpg,Lithuania
./images/39129.jpg,"Sri Lanka"
./images/16892.jpg,"FRENCH INDO-CHINA"
./images/45436.jpg,Madagascar
./images/43780.jpg,Slovakia
./images/7380.jpg,"San Marino"
./images/15328.jpg,Romania
./images/29178.jpg,"SWISS CANTONS"
./images/46558.jpg,Iceland
./images/19245.jpg,Luxembourg
./images/36151.jpg,Venezuela
./images/91824.jpg,Slovenia
./images/39144.jpg,"Sri Lanka"
./images/7226.jpg,Spain
./images/13970.jpg,Egypt
./images/27964.jpg,"San Marino"
./images/46505.jpg,Norway
./images/14630.jpg,Canada
./images/95465.jpg,Kenya
./images/134.jpg,"ITALIAN STATES"
./images/13967.jpg,Egypt
./images/46955.jpg,Croatia
./images/88170.jpg,Kenya
./images/13813.jpg,"German States"
./images/418845.jpg,Zimbabwe
./images/17934.jpg,"GERMANY - EMPIRE"
./images/89336.jpg,Slovenia
./images/5431.jpg,Spain
./images/14028.jpg,Spain
./images/74605.jpg,"IRELAND REPUBLIC"
./images/49014.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/16835.jpg,Luxembourg
./images/23785.jpg,Japan
./images/46943.jpg,Croatia
./images/11702.jpg,Greece
./images/74579.jpg,"IRELAND REPUBLIC"
./images/14276.jpg,"VATICAN CITY"
./images/21253.jpg,"GERMANY, WEIMAR REPUBLIC"
./images/46563.jpg,Zimbabwe
./images/20976.jpg,"GERMANY, THIRD REICH"
./images/39171.jpg,Indonesia
./images/19645.jpg,"CHINA, PEOPLE'S REPUBLIC"
./images/92670.jpg,Croatia
./images/14834.jpg,Turkey
./images/13264.jpg,"Great Britain"
./images/38221.jpg,Cyprus
./images/13170.jpg,Greece
./images/29087.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/13296.jpg,"South Africa"
./images/89324.jpg,Slovenia
./images/56434.jpg,"IRELAND REPUBLIC"
./images/41929.jpg,"Sri Lanka"
./images/14204.jpg,Mexico
./images/20981.jpg,"GERMANY - FEDERAL REPUBLIC"
./images/45475.jpg,Indonesia
./images/7375.jpg,Egypt
./images/412312.jpg,Zimbabwe
./images/4858.jpg,Australia
./images/34.jpg,France
./images/13390.jpg,"South Africa"
./images/17368.jpg,"VATICAN CITY"
./images/39251.jpg,Lebanon
./images/15077.jpg,Australia
./images/18172.jpg,Yugoslavia
./images/14017.jpg,Russia
./images/14262.jpg,Spain
./images/14656.jpg,Bulgaria
./images/13223.jpg,Denmark
./images/14679.jpg,Finland
./images/78438.jpg,Lithuania
./images/17993.jpg,Israel
./images/37785.jpg,"GERMANY, THIRD REICH"
./images/73420.jpg,Madagascar
./images/17859.jpg,Mexico
./images/13286.jpg,"Great Britain"
./images/15388.jpg,Tunisia
./images/38960.jpg,"New Caledonia"
./images/13090.jpg,Italy
./images/38102.jpg,Bulgaria
./images/27.jpg,Switzerland
./images/43544.jpg,"French Polynesia"
./images/28260.jpg,Chile
./images/14849.jpg,"Hong Kong"
./images/7156.jpg,Belgium
./images/52185.jpg,"FRENCH INDO-CHINA"
./images/86942.jpg,INDIA-REPUBLIC
./images/46063.jpg,Venezuela
./images/14160.jpg,Poland
./images/89277.jpg,Seychelles
./images/16523.jpg,Malta
./images/19930.jpg,Japan
./images/15325.jpg,Denmark
./images/13148.jpg,Austria
./images/14954.jpg,Denmark
./images/17316.jpg,Romania
./images/12361.jpg,Netherlands
./images/74586.jpg,"IRELAND REPUBLIC"
./images/13609.jpg,Russia
./images/89288.jpg,Seychelles
./images/38757.jpg,Peru
./images/318427.jpg,Iceland
./images/13246.jpg,"Great Britain"
./images/42422.jpg,Cyprus
./images/15049.jpg,"VATICAN CITY"
./images/17265.jpg,"GERMANY - FEDERAL REPUBLIC"
./images/44150.jpg,"San Marino"
./images/41476.jpg,"Isle of Man"
./images/13149.jpg,Netherlands
./images/88164.jpg,Kenya
./images/220476.jpg,Zimbabwe
./images/52383.jpg,Venezuela
./images/18214.jpg,Tunisia
./images/30828.jpg,"West African States"
./images/39150.jpg,Cyprus
./images/21433.jpg,"New Caledonia"
./images/14626.jpg,Canada
./images/18168.jpg,Yugoslavia
./images/31254.jpg,Cyprus
./images/18181.jpg,Yugoslavia
./images/39021.jpg,Jersey
./images/14121.jpg,Russia
./images/18204.jpg,Tunisia
./images/18795.jpg,Japan
./images/2.jpg,France
./images/7131.jpg,"United States"
./images/14604.jpg,Greece
./images/12120.jpg,"United States"
./images/39246.jpg,Lebanon
./images/17170.jpg,"GERMANY - EMPIRE"
./images/418847.jpg,Zimbabwe
./images/7183.jpg,Switzerland
./images/13973.jpg,Egypt
./images/25892.jpg,"New Caledonia"
./images/26470.jpg,"San Marino"
./images/13263.jpg,INDIA-BRITISH
./images/46504.jpg,Norway
./images/29093.jpg,"GERMAN-DEMOCRATIC REPUBLIC"
./images/38223.jpg,"Hong Kong"
./images/89301.jpg,Singapore
./images/84579.jpg,Algeria
./images/46486.jpg,Luxembourg
./images/37335.jpg,Croatia
./images/39723.jpg,Israel
./images/9481.jpg,"Great Britain"
./images/28675.jpg,"VATICAN CITY"
./images/21639.jpg,Brazil
./images/16775.jpg,Canada
./images/8134.jpg,"Isle of Man"
./images/35653.jpg,Luxembourg
./images/19335.jpg,Denmark
./images/32124.jpg,Japan
./images/35844.jpg,Albania
./images/43185.jpg,"New Caledonia"
./images/318327.jpg,Slovenia
./images/13161.jpg,Austria
./images/18235.jpg,"San Marino"
./images/7220.jpg,Switzerland
./images/6701.jpg,Poland
./images/79844.jpg,Indonesia
./images/14102.jpg,Turkey
./images/74921.jpg,"French Polynesia"
./images/14919.jpg,"FRENCH INDO-CHINA"
./images/15021.jpg,Denmark
./images/37504.jpg,Czechoslovakia
./images/16230.jpg,Hungary
./images/79988.jpg,Cyprus
./images/21231.jpg,"SWISS CANTONS"
./images/422627.jpg,Iceland
./images/92312.jpg,Kenya
./images/10247.jpg,"United States"
./images/28944.jpg,Chile
./images/46939.jpg,Croatia
./images/412262.jpg,Zimbabwe
./images/57.jpg,France
./images/17028.jpg,Norway
./images/18789.jpg,Japan
./images/44.jpg,France
./images/17064.jpg,Mexico
./images/33312.jpg,"SWISS CANTONS"
./images/38254.jpg,"Hong Kong"
./images/39399.jpg,Malta
./images/14198.jpg,"GERMANY - EMPIRE"
./images/48914.jpg,Jersey
./images/36642.jpg,Cyprus
./images/13272.jpg,"GERMANY - EMPIRE"
./images/49207.jpg,Ukraine
./images/43540.jpg,"French Polynesia"
./images/41838.jpg,Kenya
./images/47070.jpg,Lithuania
./images/38964.jpg,"French Polynesia"
./images/7292.jpg,Spain
./images/7293.jpg,Spain
./images/92135.jpg,Iceland
./images/32658.jpg,Brazil
./images/7283.jpg,"GERMANY - EMPIRE"
./images/18456.jpg,Norway
./images/17309.jpg,Romania
./images/53043.jpg,Colombia
./images/14168.jpg,Italy
./images/81.jpg,Spain
./images/17879.jpg,Portugal
./images/87346.jpg,"Czech Republic"
./images/14825.jpg,"GERMANY - FEDERAL REPUBLIC"
./images/21545.jpg,Australia
./images/11695.jpg,"South Africa"
./images/12184.jpg,"United States"
./images/36945.jpg,Philippines
./images/74587.jpg,"IRELAND REPUBLIC"
./images/19635.jpg,"CHINA, PEOPLE'S REPUBLIC"
./images/38199.jpg,"Isle of Man"
./images/10259.jpg,"Great Britain"
./images/16743.jpg,"Spanish Netherlands"
./images/12454.jpg,Monaco
./images/87058.jpg,Algeria
./images/14634.jpg,Canada
./images/17665.jpg,Tunisia
./images/34901.jpg,"GERMANY, THIRD REICH"
./images/52462.jpg,Jersey
./images/11704.jpg,Italy
./images/10289.jpg,Italy
./images/41905.jpg,INDIA-REPUBLIC
./images/38251.jpg,"Hong Kong"
./images/47334.jpg,Argentina
./images/22116.jpg,"South Africa"
./images/28677.jpg,"VATICAN CITY"
./images/14846.jpg,Sweden
./images/7119.jpg,Morocco
./images/15154.jpg,Jersey
./images/28161.jpg,Peru
./images/46581.jpg,Madagascar
./images/7129.jpg,"German States"
./images/19589.jpg,INDIA-BRITISH
./images/12180.jpg,Brazil
./images/18215.jpg,Tunisia
./images/17490.jpg,"Czech Republic"
./images/28262.jpg,INDIA-BRITISH
./images/45519.jpg,Singapore
./images/21299.jpg,Bulgaria
./images/92202.jpg,Iceland
./images/7296.jpg,Spain
./images/23983.jpg,China
./images/15053.jpg,"South Africa"
./images/13976.jpg,Egypt
./images/25298.jpg,INDIA-BRITISH
./images/30634.jpg,Finland
./images/89631.jpg,Slovakia
./images/41893.jpg,Venezuela
./images/21200.jpg,"French Polynesia"
./images/21114.jpg,Monaco
./images/35031.jpg,Czechoslovakia
./images/74402.jpg,Algeria
./images/43803.jpg,Philippines
./images/5451.jpg,Netherlands
./images/7274.jpg,Switzerland
./images/32317.jpg,Brazil
./images/37063.jpg,Egypt
./images/14281.jpg,"VATICAN CITY"
./images/72533.jpg,Colombia
./images/43612.jpg,Slovenia
./images/39.jpg,France
./images/15020.jpg,Denmark
./images/34938.jpg,"GERMANY - FEDERAL REPUBLIC"
./images/89314.jpg,Singapore
./images/22.jpg,Switzerland
./images/29989.jpg,Brazil
./images/17056.jpg,"GERMANY - EMPIRE"
./images/47037.jpg,"Isle of Man"
./images/19410.jpg,Australia
./images/35032.jpg,"GERMANY - FEDERAL REPUBLIC"
./images/74603.jpg,"IRELAND REPUBLIC"
./images/15245.jpg,Poland
./images/71077.jpg,Albania
./images/25237.jpg,Egypt
./images/16428.jpg,Luxembourg
./images/38222.jpg,"Hong Kong"
./images/17179.jpg,INDIA-REPUBLIC
./images/21104.jpg,Monaco
./images/28981.jpg,Chile
./images/25243.jpg,Japan
./images/87334.jpg,Croatia
./images/25716.jpg,Madagascar
./images/13745.jpg,"San Marino"
./images/75538.jpg,"West African States"
./images/24535.jpg,Colombia
./images/13814.jpg,"German States"
./images/14334.jpg,Lebanon
./images/7290.jpg,Spain
./images/17118.jpg,"IRELAND REPUBLIC"
./images/38246.jpg,"Hong Kong"
./images/6607.jpg,Belgium
./images/18302.jpg,Tunisia
./images/17948.jpg,Morocco
./images/15171.jpg,"GERMANY - EMPIRE"
./images/11699.jpg,Austria
./images/17486.jpg,Czechoslovakia
./images/83583.jpg,Lebanon
./images/46948.jpg,Croatia
./images/77922.jpg,Algeria
./images/12336.jpg,"GERMANY, WEIMAR REPUBLIC"
./images/13279.jpg,"GERMANY - EMPIRE"
./images/45503.jpg,INDIA-REPUBLIC
./images/26999.jpg,"SWISS CANTONS"
./images/46953.jpg,Croatia
./images/79991.jpg,Cyprus
./images/14778.jpg,Morocco
./images/89333.jpg,Slovenia
./images/49086.jpg,INDIA-REPUBLIC
./images/21109.jpg,Monaco
./images/25556.jpg,Chile
./images/14275.jpg,"VATICAN CITY"
./images/14914.jpg,Peru
./images/12436.jpg,"GERMANY, WEIMAR REPUBLIC"
./images/38201.jpg,"Isle of Man"
./images/46947.jpg,Croatia
./images/41920.jpg,Indonesia
./images/6481.jpg,Belgium
./images/38249.jpg,"Hong Kong"
./images/23110.jpg,"South Africa"
./images/90174.jpg,Zimbabwe
./images/42035.jpg,Norway
./images/17522.jpg,Czechoslovakia
./images/46293.jpg,Norway
./images/72542.jpg,Jersey
./images/17721.jpg,Romania
./images/87361.jpg,"Czech Republic"
./images/16661.jpg,Australia
./images/89625.jpg,Slovakia
./images/17989.jpg,Yugoslavia
./images/46382.jpg,Iceland
./images/39049.jpg,"IRELAND REPUBLIC"
./images/45483.jpg,Indonesia
./images/5895.jpg,"Great Britain"
./images/15226.jpg,Portugal
./images/46023.jpg,Israel
./images/43186.jpg,"New Caledonia"
./images/16747.jpg,"Spanish Netherlands"
./images/417909.jpg,Croatia
./images/18857.jpg,Japan
./images/15370.jpg,Morocco
./images/18291.jpg,Hungary
./images/89390.jpg,"Sri Lanka"
./images/47053.jpg,INDIA-BRITISH
./images/96674.jpg,Seychelles
./images/12340.jpg,"Great Britain"
./images/46187.jpg,"San Marino"
./images/39250.jpg,Lebanon
./images/16890.jpg,"FRENCH INDO-CHINA"
./images/49183.jpg,Ukraine
./images/418851.jpg,Zimbabwe
./images/19620.jpg,"CHINA, PEOPLE'S REPUBLIC"
./images/89634.jpg,Slovakia
./images/25832.jpg,Algeria
./images/49203.jpg,Ukraine
./images/89289.jpg,Seychelles
./images/49901.jpg,Albania
./images/15088.jpg,Tunisia
./images/19927.jpg,Japan
./images/35030.jpg,Czechoslovakia
./images/40495.jpg,"GERMANY, WEIMAR REPUBLIC"
./images/79842.jpg,Indonesia
./images/89394.jpg,"Sri Lanka"
./images/19656.jpg,"CHINA, PEOPLE'S REPUBLIC"
./images/37788.jpg,"GERMANY, THIRD REICH"
./images/88162.jpg,Kenya
./images/78473.jpg,Lebanon
./images/89278.jpg,Seychelles
./images/18805.jpg,"GERMANY, WEIMAR REPUBLIC"
./images/52347.jpg,Lithuania
./images/21576.jpg,Bulgaria
./images/19265.jpg,Monaco
./images/10246.jpg,Canada
./images/74672.jpg,Iceland
./images/16875.jpg,Turkey
./images/91018.jpg,Slovakia
./images/46215.jpg,"San Marino"
./images/18994.jpg,Sweden
./images/89633.jpg,Slovakia
./images/93727.jpg,"FRENCH INDO-CHINA"
./images/10307.jpg,Monaco
./images/18.jpg,Albania
./images/21779.jpg,Portugal
./images/14821.jpg,Portugal
./images/16763.jpg,Canada
./images/79400.jpg,Madagascar
./images/17444.jpg,Ukraine
./images/17416.jpg,Turkey
./images/76716.jpg,"West African States"
./images/9416.jpg,Poland
./images/41482.jpg,Yugoslavia
./images/16413.jpg,Turkey
./images/36662.jpg,Malta
./images/87356.jpg,"Czech Republic"
./images/13314.jpg,"German States"
./images/78127.jpg,"FRENCH INDO-CHINA"
./images/12183.jpg,"United States"
./images/38255.jpg,"Hong Kong"
./images/15375.jpg,Morocco
./images/136.jpg,"ITALIAN STATES"
./images/19473.jpg,Hungary
./images/36660.jpg,Malta
./images/12127.jpg,"United States"
